Pond,Date,Week,Block,Rep,Dreisse,Macrophytes,Nutrients,TreatNR,Treatment,pH,TN,orthoP,TP,Nitrate,Temperature,O2,Turbidity,CHL,TED,CtoN,CtoP,c_Cyanobacteria,c_Golden_algae,c_Diatoms,c_Dinoflagellates,c_Cryptophytes,c_Green_algae,c_Achnthaceae,c_Aphanocapsa,c_Asterionella,c_Bicosoeca,c_Carteria,c_Chlamydomos,c_Chroococus,c_Coelastrum_1,c_Coelastrum_2,c_Coelastrum_3,c_Cosmarium_1,c_Cosmarium_2,c_Cryptomos,c_Cyclotella_1,c_Cyclotella_2,c_Diatoma,c_Elakatothrix,c_Erkenia,c_Gomphosphaeria,c_Gymnodinium,c_Haematococcaceae,c_Katablepharis,c_Kirchneriella,c_Lagerheimia_1,c_Lagerheimia_2,c_Leptothrix,c_Mallomos,c_Monoraphidium,c_Nephrocitium,c_Nitzschia,c_Oocystis_1,c_Oocystis_2,c_Pediastrum,c_Peridinium,c_Phacotus,c_Phormidium,c_Pseudoabae,c_Rayssiella,c_Rhodomos,c_Scenedesmus_1,c_Scenedesmus_2,c_Scenedesmus_3,c_Scenedesmus_4,c_Spiruli,c_Stephanodiscus_1,c_Stephanodiscus_2,c_Stephanodiscus_3,c_Synechococcales,c_Synedra_1,c_Synedra_2,c_Synedra_3,c_Tetraedron,c_Willea,c_Unknown_1,c_Unknown_2,c_Unknown_3,c_Unknown_4,c_Unknown_5,c_Unknown_6,c_Unknown_7,c_Unknown_8,c_Unknown_9,c_Unknown_10,c_Unkonwn_11,c_Unknown_12,c_Unknown_13,c_Keratella,c_Others,v_Cyanobacteria,v_Golden_algae,v_Diatoms,v_Dinoflagellates,v_Cryptophytes,v_Green_algae,v_Achnthaceae,v_Aphanocapsa,v_Asterionella,v_Bicosoeca,v_Carteria,v_Chlamydomos,v_Chroococus,v_Coelastrum_1,v_Coelastrum_2,v_Coelastrum_3,v_Cosmarium_1,v_Cosmarium_2,v_Cryptomos,v_Cyclotella_1,v_Cyclotella_2,v_Diatoma,v_Elakatothrix,v_Erkenia,v_Gomphosphaeria,v_Gymnodinium,v_Haematococcaceae,v_Katablepharis,v_Kirchneriella,v_Lagerheimia_1,v_Lagerheimia_2,v_Leptothrix,v_Mallomos,v_Monoraphidium,v_Nephrocitium,v_Nitzschia,v_Oocystis_1,v_Oocystis_2,v_Pediastrum,v_Peridinium,v_Phacotus,v_Phormidium,v_Pseudoabae,v_Rayssiella,v_Rhodomos,v_Scenedesmus_1,v_Scenedesmus_2,v_Scenedesmus_3,v_Scenedesmus_4,v_Spiruli,v_Stephanodiscus_1,v_Stephanodiscus_2,v_Stephanodiscus_3,v_Synechococcales,v_Synedra_1,v_Synedra_2,v_Synedra_3,v_Tetraedron,v_Willea,v_Unknown_1,v_Unknown_2,v_Unknown_3,v_Unknown_4,v_Unknown_5,v_Unknown_6,v_Unknown_7,v_Unknown_8,v_Unknown_9,v_Unknown_10,v_Unkonwn_11,v_Unknown_12,v_Unknown_13,Daphnia_adult,Copepod_adult
4B,10/10/2016,14,4,3,1,1,1,3,MD,8.85,0.25,0.5,11.7,0.125,10.6,105.9,1.5,6.536585366,0.262628178,,,10752.5,21907.5,115,0,57.5,6842.5,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,21907.5,0,0,0,57.5,4657.5,2127.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10465,0,0,115,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,174783.2207,1438889.648,51750,0,11722.91582,1100489.686,0,0,0,0,0,0,0,0,164136.2362,0,0,0,0,0,0,0,0,1438889.648,0,0,0,11722.91582,169808.8634,766544.5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168329.0476,0,0,51750,0,0,0,6454.173031,0,0,0,0,0,0,0,0,0,0,0,,
4C,10/10/2016,14,4,3,1,0,1,2,D,9.03,0.25,1,18.9,0.125,10.5,106.2,2.7,13.26829268,0.18008562,,,16502.5,0,0,0,172.5,2472.5,0,0,0,0,0,0,0,0,1380,0,172.5,0,172.5,0,0,0,0,0,0,0,0,0,0,747.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16502.5,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,265441.9598,0,0,0,166479.2779,4411275.996,0,0,0,0,0,0,0,0,3939269.669,0,184976.9754,0,166479.2779,0,0,0,0,0,0,0,0,0,0,269326.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265441.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,17702.87461,0,0,0,0,,
4D,10/10/2016,14,4,4,1,1,1,3,MD,9.65,0.526,1.4,48.4,0.125,10.4,128.3,9.2,32.19512195,-0.00355841,,,331200,0,115,402.5,402.5,17537.5,0,0,0,0,0,0,0,115,9315,517.5,0,0,402.5,115,0,0,0,0,0,0,0,0,0,6440,172.5,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,331200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977.5,0,0,0,0,0,5327336.893,0,93552.10532,2098502.127,388451.6484,29352562.66,0,0,0,0,0,0,0,15784.70191,26590070.26,101136.1613,0,0,388451.6484,93552.10532,0,0,0,0,0,0,0,0,0,2320351.18,259707.6735,0,0,0,0,0,0,0,0,2098502.127,0,0,0,0,0,0,0,0,0,0,0,0,0,5327336.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65512.67882,0,0,0,,
5A,10/10/2016,14,5,3,0,1,1,1,M,8.84,0.25,2.2,21.7,0.125,10.5,95.7,2.8,8.243902439,0.151198715,,,287.5,0,805,57.5,5405,1897.5,172.5,0,0,0,0,0,0,0,172.5,0,0,0,5405,230,0,0,57.5,0,0,0,0,0,0,1437.5,0,0,0,0,0,0,0,0,230,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.424386,0,606693.2105,299786.0182,5216350.708,1812077.127,238464,0,0,0,0,0,0,0,492408.7086,0,0,0,5216350.708,187104.2106,0,0,10385.68643,0,0,0,0,0,0,517935.5312,0,0,0,0,0,0,0,0,791347.2,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,4624.424386,0,0,181125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5B,10/10/2016,14,5,4,0,1,1,1,M,9.52,0.523,1,31.3,0.125,10.7,125.3,6.3,33.85365854,0.257438285,,,1667.5,0,460,57.5,7762.5,4140,0,0,0,0,0,0,0,57.5,345,0,172.5,0,7762.5,57.5,0,0,402.5,0,0,0,0,0,0,2185,0,0,0,0,115,0,0,0,345,57.5,0,0,0,0,0,0,0,115,0,0,0,0,0,1667.5,0,0,402.5,0,0,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,26821.66144,0,227901.0527,299786.0182,7491567.504,3321913.101,0,0,0,0,0,0,0,7892.350951,984817.4172,0,184976.9754,0,7491567.504,46776.05267,0,0,72699.80501,0,0,0,0,0,0,787262.0073,0,0,0,0,42618.69514,0,0,0,1187020.8,299786.0182,0,0,0,0,0,0,0,13318.34223,0,0,0,0,0,26821.66144,0,0,181125,0,0,0,0,0,0,0,0,0,0,41306.70741,0,0,0,0,,
5C,10/10/2016,14,5,4,1,0,1,2,D,9.3,0.25,1.5,19.3,0.125,10.6,122.5,2.6,23.02439024,0.159874091,,,26680,2817.5,977.5,115,0,17537.5,0,0,0,0,0,57.5,0,0,172.5,0,0,0,0,747.5,230,0,0,2817.5,0,0,0,0,0,8740,5980,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,26680,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,2587.5,0,0,0,0,0,429146.583,185054.0492,626216.4282,334315.0536,0,12830897.07,0,0,0,0,0,12825.0703,0,0,492408.7086,0,0,0,0,608088.6849,18127.7436,0,0,185054.0492,0,0,0,0,0,3149048.03,9003199.35,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,429146.583,0,0,0,0,0,0,0,0,0,0,34529.03542,0,0,0,173415.9145,0,0,0,,
5D,10/10/2016,14,5,4,0,0,0,5,O,6.96,0.25,1.5,8,0.125,10.7,83.4,0.5,5.493433396,0.254968367,,,0,0,517.5,115,57.5,690,517.5,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,57.5,0,0,0,460,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,715392,370817.1768,55493.09263,189343.2028,715392,0,0,0,0,0,0,0,0,0,0,0,55493.09263,0,0,0,0,0,0,71031.15858,0,0,0,165739.37,0,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23603.83281,0,0,0,0,,
1A,10/17/2016,15,1,1,1,0,1,2,D,8.1,1.055,1.05,55.7,0.576,10.4,118.9,4.4,58.30243902,0.179259013,14.77364629,207.7343761,14375,0,172.5,115,0,15065,115,0,0,0,0,0,0,0,57.5,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,10177.5,4542.5,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,57.5,0,0,0,0,0,0,14375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,231221.2193,0,163507.9359,599572.0362,0,10690127.7,158976,0,0,0,0,0,0,0,164136.2362,0,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,3666983.561,6838968.735,0,0,0,0,0,0,0,0,599572.0362,0,0,0,0,0,0,4624.424386,0,0,0,0,0,0,231221.2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15414.74795,0,0,0,0,1
1B,10/17/2016,15,1,1,0,0,1,4,C,9.11,0.645,0.5,61.9,0.337,10.4,106.5,5.8,27.39512195,0.358372582,12.64075421,201.5014579,172.5,0,287.5,287.5,0,16502.5,230,0,0,0,57.5,0,0,0,7590,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,6727.5,2127.5,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774.654632,0,322483.9359,1498930.091,0,27315180.01,317952,0,0,0,22197.23705,0,0,0,21665983.18,0,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,2423938.286,3203061.307,0,0,0,0,0,0,0,0,1498930.091,0,0,0,0,0,0,0,0,0,0,0,0,0,2774.654632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1C,10/17/2016,15,1,2,0,0,1,4,C,9.114,0.8834,0.5,59.2,0.125,10.5,131.7,7.1,42.3804878,0.207460772,6.086621977,117.7009335,13972.5,0,230,57.5,0,17135,172.5,0,0,0,0,0,0,0,7417.5,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,6785,2587.5,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,13972.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,224747.0252,0,242995.9359,299786.0182,0,27536967.4,238464,0,0,0,0,0,0,0,21173574.47,0,0,0,0,0,4531.935898,0,0,0,0,0,0,0,0,2444655.707,3895615.103,0,0,0,0,0,0,0,0,299786.0182,0,0,0,0,0,0,0,0,0,0,0,0,0,224747.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23122.12193,0,0,0,0,6
1D,10/17/2016,15,1,1,0,0,0,5,O,6.78,0.25,0.5,5.5,0.125,10.6,89,0.5,0.507317073,0.315137552,13.0731422,567.8544156,0,115,172.5,0,115,57.5,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,7553.226496,238464,0,23445.83164,27096.23664,238464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7553.226496,0,0,0,23445.83164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27096.23664,0,0,0,0,0,0,0
2A,10/17/2016,15,2,1,1,1,1,3,MD,9.46,0.25,0.5,83.9,0.125,10.5,142.1,7.8,48.48780488,0.075218639,18.55305265,350.9191402,247365,0,0,345,0,1897.5,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,287.5,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,247365,0,0,0,0,0,0,0,0,0,0,0,0,0,115,402.5,0,0,0,0,0,3978854.742,0,0,1798716.109,0,841577.7987,0,0,0,0,0,38475.21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331478.74,432846.1225,0,0,0,0,0,0,0,0,1798716.109,0,0,0,0,0,0,0,0,0,0,0,0,0,3978854.742,0,0,0,0,0,0,0,0,0,0,0,0,0,11801.9164,26975.80892,0,0,0,0,10
2B,10/17/2016,15,2,3,0,0,1,4,C,9.07,0.8779,0.5,48.1,0.585,10.7,115.9,3,25.10569106,0.097524323,13.73383868,146.4147188,18975,172.5,172.5,0,57.5,9142.5,115,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,172.5,0,0,0,0,0,5117.5,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18975,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,305212.0095,11329.83974,247296,0,55493.09263,7407402.983,158976,0,0,0,0,0,0,0,0,0,0,0,55493.09263,0,0,0,0,11329.83974,0,0,0,0,0,1843850.491,5540430.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305212.0095,88320,0,0,0,0,0,0,0,0,0,0,0,0,0,23122.12193,0,0,0,0,5
2C,10/17/2016,15,2,2,1,1,1,3,MD,9.46,0.25,1.05,75.9,0.125,10.5,140.2,6.7,37.15121951,0.066436443,11.95972735,199.940175,234600,0,0,460,115,4715,0,0,0,0,172.5,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,2817.5,1552.5,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,234600,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,3773530.299,0,0,2398288.145,110986.1852,3436817.289,0,0,0,0,66591.71117,0,0,0,0,0,0,0,110986.1852,0,0,0,0,0,0,0,0,0,0,1015153.641,2337369.062,0,0,0,0,0,0,0,0,2398288.145,0,0,0,0,0,0,0,0,0,0,0,0,0,3773530.299,0,0,0,0,0,0,0,0,0,0,0,0,0,17702.87461,0,0,0,0,0,0
2D,10/17/2016,15,2,1,0,1,1,1,M,9.01,0.6331,0.5,59.8,0.411,10.7,113.1,6.3,10.20209059,0.043987599,13.93950477,143.9511833,138057.5,0,0,0,115,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1322.5,1092.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229434.997,0,0,0,23445.83164,2121315.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23445.83164,0,476500.6888,1644815.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9711.291213,0,0,0,2219723.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3A,10/17/2016,15,3,4,0,0,1,4,C,9.51,0.6834,0.5,47.4,0.125,10.7,127,5.7,20.68292683,0.281721184,20.78771465,446.629932,30532.5,172.5,2760,115,0,8452.5,0,57.5,0,0,0,0,0,0,6727.5,0,0,0,0,0,2760,0,0,172.5,0,0,0,0,0,920,805,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,30475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509919.8623,11329.83974,217532.9231,599572.0362,0,20747387.52,0,19730.87738,0,0,0,0,0,0,19203939.64,0,0,0,0,0,217532.9231,0,0,11329.83974,0,0,0,0,0,331478.74,1211969.143,0,0,0,0,0,0,0,0,599572.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,490188.9849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3B,10/17/2016,15,3,2,0,0,0,5,O,7.05,0.25,0.5,6.5,0.125,10.8,102.9,0.9,7.851895386,0.10283291,16.16858932,677.052598,862.5,2357.5,0,0,402.5,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357.5,0,0,0,402.5,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862.5,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,13873.27316,154841.1432,0,0,82060.41074,70939.63353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154841.1432,0,0,0,82060.41074,0,41434.8425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13873.27316,0,0,0,0,0,0,0,0,0,0,0,0,0,29504.79101,0,0,0,0,0,5
3C,10/17/2016,15,3,3,0,0,0,5,O,6.97,0.25,0.5,3.8,0.125,10.9,91.5,0.4,0.858536585,0.159723797,10.04166808,549.9773624,0,402.5,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,402.5,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26436.29274,0,0,213370.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,166479.2779,0,0,0,0,26436.29274,0,0,0,46891.66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
3D,10/17/2016,15,3,2,0,1,1,1,M,9.34,0.6227,0.5,36.5,0.377,10.9,121.6,1.1,10.14634146,0.546966251,7.27033701,84.57760656,747.5,0,57.5,0,1035,1207.5,57.5,0,0,0,0,690,0,0,0,0,460,0,1035,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.5,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11575.51229,0,79488,0,998875.6676,667890.1995,79488,0,0,0,0,153900.8436,0,0,0,0,493271.9345,0,998875.6676,0,0,0,0,0,0,0,0,0,0,20717.42125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8323.963896,0,0,0,0,0,3251.548396,0,0,0,0,0,0,0,0,0,0,0,0,9,29
4A,10/17/2016,15,4,2,1,0,1,2,D,6.88,1.35,15.5,32.5,1.029,10.4,102.3,0.9,4.390243902,0.567623342,6.726247023,111.7397818,57.5,0,115,0,690,57.5,115,0,0,0,0,57.5,0,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.8848774,0,158976,0,665917.1117,12825.0703,158976,0,0,0,0,12825.0703,0,0,0,0,0,0,665917.1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.8848774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23
4B,10/17/2016,15,4,3,1,1,1,3,MD,8.91,0.9682,1.25,36.6,0.653,10.5,123.8,2,22.7902439,0.169341326,9.37551379,159.3988941,2990,8855,172.5,0,632.5,3852.5,57.5,0,0,0,0,0,0,0,115,0,0,0,115,0,0,0,0,8855,0,0,0,517.5,3507.5,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48094.01362,581598.4401,256128,0,216492.4276,539022.9064,79488,0,0,0,0,0,0,0,328272.4724,0,0,0,110986.1852,0,0,0,0,581598.4401,0,0,0,105506.2424,127880.749,82869.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48094.01362,176640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
4C,10/17/2016,15,4,3,1,0,1,2,D,8.59,0.9151,2.4,44.4,0.626,10.3,100.6,2.1,11.70731707,0.220079817,9.350702412,120.5731706,2932.5,0,172.5,115,805,1552.5,172.5,0,0,0,0,0,0,0,920,0,57.5,0,402.5,0,0,0,0,0,0,0,0,402.5,0,345,115,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,2932.5,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,47169.12874,0,238464,599572.0362,470512.0592,3039474.221,238464,0,0,0,0,0,0,0,2626179.779,0,61658.99179,0,388451.6484,0,0,0,0,0,0,0,0,82060.41074,0,124304.5275,173138.449,0,0,0,0,0,0,0,0,599572.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,47169.12874,0,0,0,0,0,0,0,0,0,0,0,0,54192.47328,0,0,0,0,0,0,32
4D,10/17/2016,15,4,4,1,1,1,3,MD,9.6,0.5044,0.5,94.7,0.125,10.4,141.8,9.9,51.25203252,0.070590712,9.975130132,168.4505454,258750,0,0,402.5,172.5,8510,0,0,0,0,0,0,0,0,4370,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,2472.5,1552.5,0,0,0,0,0,0,0,0,402.5,0,0,0,0,0,0,0,0,0,0,0,0,0,258750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,4161981.948,0,0,2098502.127,166479.2779,15710279.5,0,0,0,0,0,0,0,0,12474353.95,0,0,0,166479.2779,0,0,0,0,0,0,0,0,0,0,890849.1135,2337369.062,0,0,0,0,0,0,0,0,2098502.127,0,0,0,0,0,0,0,0,0,0,0,0,0,4161981.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7707.37398,0,0,0,0,3
5A,10/17/2016,15,5,3,0,1,1,1,M,9.04,0.5067,4.7,47.7,0.255,10.6,124.5,2.9,43.70731707,0.270398491,7.279989869,222.4774706,12305,0,977.5,0,345,747.5,0,0,0,0,0,0,0,0,115,0,0,0,115,0,115,0,230,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305,862.5,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,197925.3637,0,1333863.872,0,191913.612,1223314.682,0,0,0,0,0,0,0,0,328272.4724,0,0,0,110986.1852,0,9063.871798,0,41542.74573,0,0,0,0,0,0,62152.26376,0,0,0,0,0,0,0,0,791347.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197925.3637,1324800,0,0,0,0,0,0,0,0,0,0,80927.42677,0,0,0,0,0,0,0,2
5B,10/17/2016,15,5,4,0,1,1,1,M,9.14,0.25,0.5,24.8,0.125,10.7,117.5,5.7,25.07317073,0.178506742,10.20748212,525.6655012,1782.5,4370,5175,0,1092.5,18860,0,0,0,0,0,115,0,0,4427.5,0,115,0,0,0,5175,0,230,4370,0,0,0,1092.5,0,13627.5,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,0,0,0,0,0,0,1782.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28671.4312,287022.6069,407874.2308,0,222735.4006,17848721.24,0,0,0,0,0,25650.14059,0,0,12638490.19,0,123317.9836,0,0,0,407874.2308,0,41542.74573,287022.6069,0,0,0,222735.4006,0,4910028.836,86569.22453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23122.12193,0,0,0,0,0,0,28671.4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5C,10/17/2016,15,5,4,1,0,1,2,D,9.04,0.9044,0.5,15.8,0.57,10.7,112.8,2.7,15.41463415,0.199193109,13.43736408,534.1211578,37030,1207.5,575,230,0,12707.5,115,0,0,0,0,0,0,0,287.5,0,0,0,0,0,460,0,0,1207.5,0,0,0,0,0,5692.5,4082.5,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,36800,0,0,0,0,0,0,230,0,0,0,0,0,0,0,2645,0,0,0,0,0,597089.66,79308.87824,195231.4872,1199144.073,0,9195390.426,158976,0,0,0,0,0,0,0,820681.1809,0,0,0,0,0,36255.48718,0,0,79308.87824,0,0,0,0,0,2051024.704,6146414.942,0,0,0,0,0,0,0,0,1199144.073,0,0,0,0,0,0,0,0,0,0,0,0,0,591926.3216,0,0,0,0,0,0,5163.338426,0,0,0,0,0,0,0,177269.6015,0,0,0,0,2
5D,10/17/2016,15,5,4,0,0,0,5,O,6.9,0.25,0.5,7.5,0.125,10.9,89.7,0.4,5.580487805,0.430802933,,,0,0,0,172.5,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.5,0,0,0,0,0,0,0,0,0,899358.0549,0,227250.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20717.42125,0,0,0,0,0,0,0,0,0,899358.0549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206533.5371,0,0,0,0,0,0
1A,10/24/2016,16,1,1,1,0,1,2,D,9.09,0.867,3.2,37.2,0.408,9.4,117.9,4.3,65.95121951,0.162274654,,,68827.5,6957.5,345,172.5,0,54682.5,345,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,6957.5,0,0,0,0,0,45252.5,8107.5,0,0,0,172.5,0,0,0,0,57.5,0,0,0,0,0,0,0,460,0,0,0,0,0,68827.5,0,0,0,0,0,0,0,0,0,0,115,0,575,0,0,0,0,0,0,0,1107087.198,456970.2031,476928,368844.089,0,29227307.43,476928,0,0,0,0,0,0,0,328272.4724,0,0,0,0,0,0,0,0,456970.2031,0,0,0,0,0,16304610.52,12206260.66,0,0,0,63928.0427,0,0,0,0,299786.0182,0,0,0,0,0,0,0,53273.36893,0,0,0,0,0,1107087.198,0,0,0,0,0,0,0,0,0,0,69058.07086,0,270962.3664,0,0,0,0,0,,
